#{"t_start": 1696320823.1795056, "env_id": "PandaReach-v3"}
r,l,t,is_success
-2.0,3,64.024822,True
-2.0,3,64.0477,True
-2.0,3,64.068005,True
-3.0,4,64.101407,True
-2.0,3,64.124207,True
-1.0,2,64.138858,True
-3.0,4,64.168043,True
-1.0,2,64.186668,True
-2.0,3,64.211513,True
-4.0,5,64.24878,True
-3.0,4,64.277492,True
-2.0,3,64.302757,True
-2.0,3,64.326475,True
-1.0,2,64.341056,True
-1.0,2,64.35588,True
-2.0,3,64.380622,True
-1.0,2,64.396583,True
0.0,1,64.404199,True
-1.0,2,64.419839,True
-2.0,3,64.446062,True
-1.0,2,64.461178,True
-1.0,2,64.477469,True
-4.0,5,64.5145,True
-2.0,3,64.541478,True
-1.0,2,64.561,True
-2.0,3,64.586313,True
-2.0,3,64.608939,True
-1.0,2,64.626181,True
-2.0,3,64.650089,True
-2.0,3,64.672366,True
-1.0,2,64.688244,True
-2.0,3,64.712071,True
-3.0,4,64.744141,True
-2.0,3,64.765932,True
-1.0,2,64.781906,True
-2.0,3,64.805571,True
-1.0,2,64.823011,True
0.0,1,64.832402,True
-2.0,3,64.856272,True
-2.0,3,64.883274,True
-3.0,4,64.916105,True
-1.0,2,64.930961,True
-3.0,4,64.962642,True
-2.0,3,64.991043,True
-1.0,2,65.006809,True
-2.0,3,65.030709,True
-3.0,4,65.061567,True
-2.0,3,65.09088,True
-3.0,4,65.122783,True
-2.0,3,65.145405,True
-2.0,3,65.171544,True
-3.0,4,65.20697,True
-3.0,4,65.238488,True
-3.0,4,65.267491,True
-2.0,3,65.289161,True
-2.0,3,65.315983,True
-3.0,4,65.346965,True
0.0,1,65.354395,True
-2.0,3,65.376096,True
-1.0,2,65.39323,True
-3.0,4,65.424016,True
-1.0,2,65.438866,True
-2.0,3,65.461437,True
-2.0,3,65.490687,True
-3.0,4,65.521582,True
-2.0,3,65.542928,True
-4.0,5,65.579759,True
0.0,1,65.588255,True
-3.0,4,65.621449,True
-1.0,2,65.636934,True
-1.0,2,65.651548,True
0.0,1,65.658787,True
-3.0,4,65.702454,True
-1.0,2,65.717847,True
-3.0,4,65.746187,True
-2.0,3,65.771579,True
-2.0,3,65.794307,True
-2.0,3,65.817621,True
-3.0,4,65.846726,True
-1.0,2,65.861802,True
-4.0,5,65.901315,True
-2.0,3,65.923068,True
-4.0,5,65.960809,True
-3.0,4,65.994641,True
-2.0,3,66.020137,True
-3.0,4,66.050744,True
-2.0,3,66.073463,True
-3.0,4,66.108199,True
-2.0,3,66.133425,True
-2.0,3,66.155975,True
-1.0,2,66.171926,True
-2.0,3,66.194861,True
-1.0,2,66.211894,True
-3.0,4,66.242819,True
-1.0,2,66.25717,True
-1.0,2,66.274107,True
-2.0,3,66.297879,True
-2.0,3,66.319357,True
-3.0,4,66.346407,True
-3.0,4,66.376598,True
-1.0,2,66.391267,True
-1.0,2,66.405431,True
-2.0,3,66.426285,True
-3.0,4,66.45741,True
-1.0,2,66.473085,True
-2.0,3,66.495323,True
-3.0,4,66.523333,True
-2.0,3,66.545901,True
-2.0,3,66.568655,True
-2.0,3,66.59025,True
-2.0,3,66.611568,True
0.0,1,66.619335,True
0.0,1,66.627156,True
-1.0,2,66.641689,True
-2.0,3,66.663208,True
0.0,1,66.670639,True
0.0,1,66.677879,True
-3.0,4,66.707603,True
-2.0,3,66.729693,True
-1.0,2,66.744339,True
-1.0,2,66.760581,True
-3.0,4,66.789656,True
-3.0,4,66.817744,True
-1.0,2,66.833725,True
-3.0,4,66.863469,True
-1.0,2,66.877219,True
-1.0,2,66.892591,True
-3.0,4,66.927459,True
-2.0,3,66.95114,True
-1.0,2,66.965933,True
-3.0,4,66.994291,True
-3.0,4,67.029749,True
-2.0,3,67.051956,True
-3.0,4,67.082167,True
-2.0,3,67.103121,True
-1.0,2,67.118281,True
-3.0,4,67.148851,True
-4.0,5,67.184917,True
-2.0,3,67.206316,True
-4.0,5,67.244667,True
-4.0,5,67.28146,True
-3.0,4,67.308907,True
-1.0,2,67.322385,True
-2.0,3,67.343984,True
-2.0,3,67.365499,True
-3.0,4,67.393897,True
-2.0,3,67.41553,True
-3.0,4,67.445342,True
-1.0,2,67.460302,True
-2.0,3,67.481207,True
-1.0,2,67.495733,True
-2.0,3,67.519186,True
-1.0,2,67.534192,True
-4.0,5,67.569302,True
-3.0,4,67.597948,True
-2.0,3,67.621705,True
-1.0,2,67.63714,True
0.0,1,67.644571,True
-1.0,2,67.658378,True
-2.0,3,67.682129,True
-2.0,3,67.703902,True
-2.0,3,67.726212,True
-1.0,2,67.740561,True
0.0,1,67.748135,True
-3.0,4,67.778585,True
-2.0,3,67.800861,True
-3.0,4,67.830903,True
-2.0,3,67.85525,True
-3.0,4,67.885668,True
0.0,1,67.89336,True
-2.0,3,67.915993,True
-3.0,4,67.950302,True
-3.0,4,67.982394,True
-2.0,3,68.004442,True
-4.0,5,68.045017,True
-3.0,4,68.080193,True
-2.0,3,68.103197,True
-2.0,3,68.125312,True
-2.0,3,68.146674,True
-2.0,3,68.171376,True
-1.0,2,68.186866,True
-3.0,4,68.217494,True
-1.0,2,68.23214,True
0.0,1,68.239849,True
-2.0,3,68.26826,True
-3.0,4,68.301208,True
-2.0,3,68.323997,True
-3.0,4,68.360763,True
0.0,1,68.369814,True
-1.0,2,68.385768,True
-3.0,4,68.415855,True
-1.0,2,68.433721,True
-3.0,4,68.46543,True
-3.0,4,68.494687,True
-2.0,3,68.516695,True
0.0,1,68.524193,True
-3.0,4,68.558232,True
-2.0,3,68.58087,True
-3.0,4,68.610294,True
-3.0,4,68.650305,True
-1.0,2,68.667124,True
-1.0,2,68.682767,True
-2.0,3,68.705942,True
-2.0,3,68.731997,True
-2.0,3,68.756921,True
-1.0,2,68.773171,True
-1.0,2,68.788904,True
-2.0,3,68.814591,True
-4.0,5,68.852118,True
0.0,1,68.859438,True
-2.0,3,68.882531,True
-2.0,3,68.909071,True
-2.0,3,68.934616,True
-3.0,4,68.966653,True
-2.0,3,68.991462,True
-3.0,4,69.027758,True
-2.0,3,69.054617,True
-3.0,4,69.086921,True
-3.0,4,69.117442,True
-2.0,3,69.144605,True
-3.0,4,69.174486,True
-2.0,3,69.197554,True
-2.0,3,69.220099,True
-3.0,4,69.253649,True
-2.0,3,69.276422,True
-2.0,3,69.300781,True
-3.0,4,69.33277,True
-3.0,4,69.366555,True
0.0,1,69.374154,True
-3.0,4,69.403829,True
-2.0,3,69.426163,True
-1.0,2,69.442012,True
-3.0,4,69.473212,True
-1.0,2,69.488859,True
-2.0,3,69.510686,True
-2.0,3,69.534642,True
0.0,1,69.543322,True
-2.0,3,69.567786,True
-2.0,3,69.590568,True
-2.0,3,69.616995,True
-2.0,3,69.641919,True
-2.0,3,69.664506,True
-2.0,3,69.6867,True
-2.0,3,69.711116,True
-3.0,4,69.742916,True
-2.0,3,69.7647,True
-2.0,3,69.786249,True
-1.0,2,69.802099,True
-3.0,4,69.835192,True
-2.0,3,69.858381,True
-3.0,4,69.887763,True
-2.0,3,69.911611,True
-1.0,2,69.928227,True
-1.0,2,69.943596,True
-1.0,2,69.959465,True
-1.0,2,69.975952,True
-1.0,2,69.993445,True
0.0,1,70.001721,True
-2.0,3,70.024374,True
-2.0,3,70.050224,True
-2.0,3,70.073285,True
-2.0,3,70.096282,True
-1.0,2,70.110499,True
-3.0,4,70.143886,True
-3.0,4,70.174315,True
-3.0,4,70.203957,True
-1.0,2,70.218798,True
-1.0,2,70.236378,True
-1.0,2,70.25259,True
-2.0,3,70.27691,True
-3.0,4,70.305197,True
-2.0,3,70.329996,True
-3.0,4,70.360473,True
-2.0,3,70.383262,True
-2.0,3,70.40496,True
-2.0,3,70.429622,True
-2.0,3,70.453401,True
-2.0,3,70.476684,True
-2.0,3,70.498984,True
-1.0,2,70.518211,True
-3.0,4,70.550057,True
-2.0,3,70.571823,True
-2.0,3,70.595051,True
-3.0,4,70.62818,True
-3.0,4,70.658689,True
0.0,1,70.66654,True
-2.0,3,70.688788,True
-4.0,5,70.727923,True
-3.0,4,70.757064,True
-1.0,2,70.771626,True
-1.0,2,70.785691,True
-1.0,2,70.801265,True
-2.0,3,70.82352,True
-1.0,2,70.839443,True
-2.0,3,70.861248,True
-2.0,3,70.886501,True
-3.0,4,70.919005,True
-3.0,4,70.948516,True
-2.0,3,70.970595,True
-2.0,3,70.994841,True
0.0,1,71.003983,True
-1.0,2,71.020574,True
-2.0,3,71.042294,True
-3.0,4,71.075103,True
-4.0,5,71.110603,True
-3.0,4,71.139842,True
-1.0,2,71.153488,True
-2.0,3,71.176593,True
-2.0,3,71.199723,True
-4.0,5,71.23815,True
-4.0,5,71.275341,True
-2.0,3,71.299513,True
-2.0,3,71.322694,True
-1.0,2,71.337638,True
-2.0,3,71.359568,True
-1.0,2,71.374958,True
-2.0,3,71.399581,True
-1.0,2,71.415074,True
-2.0,3,71.436782,True
-2.0,3,71.461229,True
-2.0,3,71.485141,True
-1.0,2,71.50071,True
-1.0,2,71.515489,True
-2.0,3,71.541559,True
-2.0,3,71.564601,True
-3.0,4,71.594043,True
0.0,1,71.601988,True
-2.0,3,71.625813,True
-1.0,2,71.642295,True
-2.0,3,71.665696,True
-1.0,2,71.679389,True
-4.0,5,71.725258,True
0.0,1,71.733634,True
-2.0,3,71.755644,True
-2.0,3,71.780451,True
-3.0,4,71.816046,True
-3.0,4,71.845895,True
-2.0,3,71.869648,True
-2.0,3,71.891346,True
-1.0,2,71.906778,True
-2.0,3,71.9329,True
-3.0,4,71.961452,True
-1.0,2,71.976984,True
-1.0,2,71.994201,True
-1.0,2,72.010411,True
-3.0,4,72.041377,True
-1.0,2,72.056044,True
-3.0,4,72.088768,True
0.0,1,72.097288,True
-2.0,3,72.119704,True
-2.0,3,72.141595,True
-3.0,4,72.174104,True
-2.0,3,72.198802,True
-2.0,3,72.219637,True
-2.0,3,72.239537,True
-2.0,3,72.260947,True
-2.0,3,72.283424,True
-3.0,4,72.310563,True
-1.0,2,72.324272,True
-3.0,4,72.354341,True
-3.0,4,72.383622,True
-1.0,2,72.397069,True
-2.0,3,72.418031,True
-1.0,2,72.433985,True
-2.0,3,72.455594,True
-2.0,3,72.476053,True
-2.0,3,72.496482,True
-2.0,3,72.521288,True
-2.0,3,72.542176,True
-2.0,3,72.561879,True
-1.0,2,72.575475,True
-2.0,3,72.599578,True
-4.0,5,72.635013,True
-3.0,4,72.661546,True
-1.0,2,72.674981,True
-2.0,3,72.697107,True
-1.0,2,72.71272,True
-2.0,3,72.734279,True
-2.0,3,72.75448,True
-3.0,4,72.787319,True
-3.0,4,72.816826,True
-1.0,2,72.832121,True
-2.0,3,72.853654,True
-2.0,3,72.876551,True
-1.0,2,72.891216,True
-3.0,4,72.920798,True
-2.0,3,72.94248,True
-2.0,3,72.966249,True
-2.0,3,72.989797,True
-2.0,3,73.010834,True
-1.0,2,73.025591,True
-1.0,2,73.041715,True
-3.0,4,73.07339,True
-3.0,4,73.102427,True
-4.0,5,73.139637,True
-3.0,4,73.171836,True
-3.0,4,73.201137,True
-1.0,2,73.215362,True
-3.0,4,73.244091,True
0.0,1,73.252417,True
-2.0,3,73.277279,True
-2.0,3,73.299901,True
-3.0,4,73.327985,True
-1.0,2,73.344645,True
-2.0,3,73.369287,True
-2.0,3,73.390485,True
-2.0,3,73.412952,True
0.0,1,73.421103,True
-1.0,2,73.436997,True
-2.0,3,73.46346,True
-2.0,3,73.485871,True
-3.0,4,73.518934,True
-1.0,2,73.534347,True
0.0,1,73.541489,True
-2.0,3,73.564101,True
-2.0,3,73.588871,True
-1.0,2,73.604228,True
0.0,1,73.612426,True
-1.0,2,73.627422,True
-2.0,3,73.653713,True
-2.0,3,73.676066,True
-3.0,4,73.705496,True
-1.0,2,73.720121,True
0.0,1,73.72723,True
-2.0,3,73.751206,True
-2.0,3,73.774244,True
-2.0,3,73.795909,True
-2.0,3,73.821882,True
-3.0,4,73.852383,True
-3.0,4,73.881019,True
-2.0,3,73.901059,True
-2.0,3,73.922636,True
-1.0,2,73.9376,True
-2.0,3,73.959899,True
-2.0,3,73.982239,True
-3.0,4,74.016888,True
-1.0,2,74.033765,True
-3.0,4,74.064492,True
-3.0,4,74.095915,True
-2.0,3,74.122122,True
0.0,1,74.130797,True
-2.0,3,74.153782,True
-3.0,4,74.183167,True
-2.0,3,74.207921,True
-1.0,2,74.228247,True
-3.0,4,74.273541,True
-3.0,4,74.302427,True
-2.0,3,74.325628,True
0.0,1,74.333613,True
0.0,1,74.340792,True
-3.0,4,74.368518,True
-2.0,3,74.39005,True
-2.0,3,74.413431,True
-2.0,3,74.434684,True
-3.0,4,74.464119,True
-2.0,3,74.48773,True
-2.0,3,74.510287,True
-2.0,3,74.531714,True
-1.0,2,74.545255,True
-1.0,2,74.561962,True
-2.0,3,74.588722,True
-1.0,2,74.602969,True
-2.0,3,74.62218,True
-2.0,3,74.645329,True
-2.0,3,74.669398,True
-3.0,4,74.698614,True
-3.0,4,74.729298,True
-3.0,4,74.766884,True
-3.0,4,74.799117,True
-2.0,3,74.824878,True
-3.0,4,74.856617,True
-2.0,3,74.884354,True
-1.0,2,74.900334,True
-3.0,4,74.931631,True
-1.0,2,74.946767,True
-1.0,2,74.964602,True
-1.0,2,74.979635,True
-1.0,2,74.994135,True
-1.0,2,75.008528,True
0.0,1,75.015903,True
-3.0,4,75.046038,True
0.0,1,75.05488,True
-2.0,3,75.076725,True
-2.0,3,75.103072,True
-2.0,3,75.124723,True
-3.0,4,75.154143,True
-3.0,4,75.186311,True
-3.0,4,75.216344,True
0.0,1,75.223937,True
-1.0,2,75.239075,True
-2.0,3,75.260952,True
-3.0,4,75.291189,True
-2.0,3,75.315969,True
-1.0,2,75.333347,True
-1.0,2,75.348926,True
-3.0,4,75.382813,True
-2.0,3,75.404467,True
-3.0,4,75.430121,True
-2.0,3,75.450155,True
0.0,1,75.457167,True
-2.0,3,75.480203,True
-2.0,3,75.501619,True
-2.0,3,75.521731,True
-3.0,4,75.554639,True
0.0,1,75.562608,True
-3.0,4,75.593527,True
-3.0,4,75.62053,True
-3.0,4,75.651565,True
-3.0,4,75.681089,True
0.0,1,75.689981,True
-3.0,4,75.718943,True
-2.0,3,75.742016,True
-1.0,2,75.756629,True
-1.0,2,75.772472,True
-4.0,5,75.809101,True
-1.0,2,75.825303,True
-3.0,4,75.855761,True
0.0,1,75.863775,True
-1.0,2,75.878,True
-1.0,2,75.894297,True
-1.0,2,75.91011,True
-3.0,4,75.939666,True
-2.0,3,75.962321,True
-2.0,3,75.988127,True
-1.0,2,76.004907,True
-3.0,4,76.035169,True
-1.0,2,76.049346,True
-1.0,2,76.06664,True
-3.0,4,76.097638,True
-2.0,3,76.119666,True
-2.0,3,76.140974,True
-3.0,4,76.17304,True
-2.0,3,76.194625,True
-1.0,2,76.210534,True
-2.0,3,76.233849,True
-3.0,4,76.265926,True
-1.0,2,76.280702,True
-1.0,2,76.294603,True
-1.0,2,76.308619,True
-2.0,3,76.334238,True
-1.0,2,76.349264,True
0.0,1,76.356878,True
-2.0,3,76.379963,True
-3.0,4,76.412002,True
-1.0,2,76.42738,True
-1.0,2,76.44181,True
-2.0,3,76.462571,True
-1.0,2,76.479178,True
-2.0,3,76.503362,True
-3.0,4,76.53125,True
0.0,1,76.538271,True
-2.0,3,76.560775,True
-3.0,4,76.590909,True
0.0,1,76.598421,True
-2.0,3,76.61952,True
-2.0,3,76.648502,True
-2.0,3,76.669963,True
-2.0,3,76.690517,True
-3.0,4,76.717091,True
-2.0,3,76.740365,True
-2.0,3,76.762566,True
-2.0,3,76.783855,True
-2.0,3,76.804604,True
-3.0,4,76.837229,True
-1.0,2,76.852319,True
-2.0,3,76.874134,True
-2.0,3,76.895046,True
-2.0,3,76.918272,True
-2.0,3,76.940165,True
-3.0,4,76.971459,True
-1.0,2,76.985883,True
-3.0,4,77.017298,True
-2.0,3,77.039551,True
-2.0,3,77.061548,True
-3.0,4,77.089564,True
-1.0,2,77.105469,True
-1.0,2,77.121289,True
0.0,1,77.129166,True
-2.0,3,77.151474,True
-3.0,4,77.182573,True
-3.0,4,77.21358,True
-3.0,4,77.241873,True
0.0,1,77.249076,True
-1.0,2,77.264575,True
-1.0,2,77.280432,True
-1.0,2,77.295543,True
-2.0,3,77.316911,True
0.0,1,77.324324,True
-1.0,2,77.340099,True
-2.0,3,77.362084,True
-4.0,5,77.397198,True
-2.0,3,77.421715,True
0.0,1,77.429404,True
-1.0,2,77.444632,True
-3.0,4,77.471844,True
-3.0,4,77.510053,True
0.0,1,77.520559,True
0.0,1,77.528032,True
-2.0,3,77.550455,True
-2.0,3,77.573778,True
-2.0,3,77.597279,True
-3.0,4,77.626297,True
-2.0,3,77.647155,True
-1.0,2,77.662788,True
-3.0,4,77.692974,True
-2.0,3,77.714198,True
-2.0,3,77.735196,True
-2.0,3,77.757764,True
-3.0,4,77.786776,True
-2.0,3,77.807967,True
-2.0,3,77.8288,True
0.0,1,77.836403,True
0.0,1,77.845234,True
-1.0,2,77.860424,True
-1.0,2,77.874253,True
0.0,1,77.881744,True
-2.0,3,77.904935,True
-2.0,3,77.928924,True
-2.0,3,77.950272,True
-3.0,4,77.982258,True
-4.0,5,78.01888,True
-2.0,3,78.040213,True
-1.0,2,78.054223,True
-3.0,4,78.08426,True
-2.0,3,78.106217,True
-1.0,2,78.121627,True
-2.0,3,78.142279,True
-3.0,4,78.173112,True
0.0,1,78.180936,True
-1.0,2,78.195179,True
-1.0,2,78.209656,True
0.0,1,78.21738,True
-1.0,2,78.23456,True
-3.0,4,78.264873,True
-2.0,3,78.285324,True
-3.0,4,78.315746,True
-3.0,4,78.344907,True
-3.0,4,78.373159,True
-2.0,3,78.393874,True
-2.0,3,78.418588,True
-2.0,3,78.440717,True
-2.0,3,78.465761,True
-1.0,2,78.480715,True
0.0,1,78.488281,True
-1.0,2,78.504889,True
-2.0,3,78.527906,True
-1.0,2,78.542915,True
-2.0,3,78.567616,True
-2.0,3,78.589775,True
0.0,1,78.597897,True
-1.0,2,78.612162,True
-3.0,4,78.643484,True
-1.0,2,78.65823,True
-1.0,2,78.672752,True
-2.0,3,78.693492,True
-2.0,3,78.717081,True
-2.0,3,78.740067,True
-1.0,2,78.755348,True
-3.0,4,78.785115,True
0.0,1,78.79261,True
-3.0,4,78.823372,True
-2.0,3,78.846634,True
-3.0,4,78.875359,True
-2.0,3,78.898402,True
-3.0,4,78.927715,True
-1.0,2,78.941455,True
-2.0,3,78.962272,True
-2.0,3,78.984762,True
-2.0,3,79.006036,True
-2.0,3,79.028352,True
-3.0,4,79.057232,True
-2.0,3,79.079951,True
-1.0,2,79.094664,True
-2.0,3,79.116539,True
-3.0,4,79.14473,True
-4.0,5,79.182549,True
-2.0,3,79.205684,True
-2.0,3,79.227955,True
-1.0,2,79.242567,True
-2.0,3,79.265614,True
-1.0,2,79.280758,True
-2.0,3,79.302906,True
-2.0,3,79.324682,True
-2.0,3,79.347372,True
-3.0,4,79.377615,True
0.0,1,79.384653,True
-1.0,2,79.398743,True
-1.0,2,79.416526,True
-2.0,3,79.440033,True
-1.0,2,79.454996,True
-2.0,3,79.476138,True
-2.0,3,79.499939,True
-6.0,7,79.552058,True
-1.0,2,79.566142,True
-2.0,3,79.587022,True
-3.0,4,79.616006,True
-3.0,4,79.644658,True
-1.0,2,79.658828,True
-1.0,2,79.673135,True
-3.0,4,79.703349,True
-2.0,3,79.72683,True
-3.0,4,79.755561,True
-2.0,3,79.777477,True
-2.0,3,79.799965,True
-1.0,2,79.816581,True
-1.0,2,79.83307,True
-2.0,3,79.855573,True
-3.0,4,79.886302,True
-3.0,4,79.916288,True
-3.0,4,79.9455,True
-3.0,4,79.973672,True
-2.0,3,79.996016,True
-1.0,2,80.011257,True
-2.0,3,80.033304,True
-2.0,3,80.05386,True
-2.0,3,80.077669,True
-3.0,4,80.107546,True
-3.0,4,80.136146,True
-1.0,2,80.150759,True
-2.0,3,80.174459,True
-3.0,4,80.204696,True
-2.0,3,80.225719,True
-1.0,2,80.239756,True
-1.0,2,80.255965,True
-3.0,4,80.28566,True
-3.0,4,80.313919,True
-2.0,3,80.334795,True
-3.0,4,80.365896,True
-2.0,3,80.387783,True
-3.0,4,80.416052,True
-1.0,2,80.431127,True
-3.0,4,80.470098,True
-1.0,2,80.486023,True
-2.0,3,80.507657,True
0.0,1,80.514983,True
-2.0,3,80.538748,True
-1.0,2,80.553677,True
-2.0,3,80.57528,True
-2.0,3,80.596112,True
0.0,1,80.60348,True
-3.0,4,80.635953,True
-3.0,4,80.665271,True
-1.0,2,80.679589,True
-3.0,4,80.710709,True
-1.0,2,80.726474,True
-1.0,2,80.740806,True
-4.0,5,80.775067,True
-2.0,3,80.799761,True
-1.0,2,80.815968,True
-2.0,3,80.837701,True
-2.0,3,80.858531,True
-2.0,3,80.881075,True
-2.0,3,80.903941,True
-2.0,3,80.92523,True
0.0,1,80.932378,True
-3.0,4,80.964484,True
-1.0,2,80.978365,True
-1.0,2,80.992184,True
-2.0,3,81.01352,True
-1.0,2,81.029786,True
-2.0,3,81.05347,True
-3.0,4,81.082348,True
-2.0,3,81.103332,True
-4.0,5,81.141806,True
0.0,1,81.149354,True
-2.0,3,81.171719,True
0.0,1,81.179231,True
-3.0,4,81.209628,True
-2.0,3,81.232225,True
-2.0,3,81.253259,True
-3.0,4,81.281396,True
-3.0,4,81.3116,True
-2.0,3,81.333396,True
-1.0,2,81.347318,True
-1.0,2,81.361467,True
-2.0,3,81.386381,True
-1.0,2,81.401603,True
-2.0,3,81.424113,True
-1.0,2,81.439839,True
-1.0,2,81.457702,True
-3.0,4,81.490206,True
-1.0,2,81.506263,True
-2.0,3,81.529006,True
-2.0,3,81.556269,True
-2.0,3,81.578986,True
-2.0,3,81.602842,True
-3.0,4,81.634399,True
0.0,1,81.642462,True
-2.0,3,81.669769,True
-2.0,3,81.692227,True
-2.0,3,81.716416,True
0.0,1,81.724093,True
-1.0,2,81.743099,True
-1.0,2,81.759942,True
-2.0,3,81.794405,True
-2.0,3,81.820798,True
-2.0,3,81.84351,True
-2.0,3,81.866434,True
-2.0,3,81.887897,True
-1.0,2,81.906111,True
-1.0,2,81.921309,True
-3.0,4,81.950941,True
-2.0,3,81.971869,True
-2.0,3,81.99431,True
-1.0,2,82.009675,True
-1.0,2,82.024148,True
-2.0,3,82.045462,True
-4.0,5,82.086045,True
-3.0,4,82.115573,True
-2.0,3,82.136174,True
-1.0,2,82.14978,True
-2.0,3,82.173568,True
-3.0,4,82.2043,True
-2.0,3,82.225851,True
-2.0,3,82.246935,True
0.0,1,82.25425,True
-2.0,3,82.278457,True
-1.0,2,82.293538,True
-4.0,5,82.332468,True
-1.0,2,82.350965,True
-2.0,3,82.374514,True
0.0,1,82.383261,True
0.0,1,82.391721,True
-2.0,3,82.418659,True
-2.0,3,82.441401,True
-1.0,2,82.457027,True
-3.0,4,82.487541,True
-2.0,3,82.513105,True
-1.0,2,82.529798,True
-2.0,3,82.552876,True
-3.0,4,82.582817,True
-2.0,3,82.609455,True
-3.0,4,82.640121,True
-1.0,2,82.656528,True
-2.0,3,82.680232,True
0.0,1,82.688172,True
-1.0,2,82.707768,True
-2.0,3,82.733366,True
-2.0,3,82.75675,True
-2.0,3,82.784018,True
-3.0,4,82.816326,True
-2.0,3,82.839367,True
-3.0,4,82.869843,True
-3.0,4,82.904162,True
-2.0,3,82.925649,True
-1.0,2,82.939978,True
-2.0,3,82.960845,True
-2.0,3,82.993894,True
-3.0,4,83.028284,True
-2.0,3,83.049939,True
-2.0,3,83.070944,True
-3.0,4,83.101644,True
-3.0,4,83.131891,True
-2.0,3,83.153019,True
-2.0,3,83.173693,True
-2.0,3,83.197763,True
-2.0,3,83.220163,True
-1.0,2,83.234429,True
-3.0,4,83.262587,True
-2.0,3,83.28707,True
-2.0,3,83.309735,True
-3.0,4,83.338023,True
0.0,1,83.345947,True
-2.0,3,83.371341,True
-1.0,2,83.386728,True
-2.0,3,83.407966,True
-1.0,2,83.421961,True
-1.0,2,83.441222,True
0.0,1,83.456252,True
-3.0,4,83.489588,True
-4.0,5,83.528054,True
-1.0,2,83.547717,True
-1.0,2,83.563986,True
-2.0,3,83.586789,True
-2.0,3,83.609802,True
-3.0,4,83.642232,True
-1.0,2,83.657958,True
-4.0,5,83.699433,True
-2.0,3,83.72133,True
-2.0,3,83.747758,True
-1.0,2,83.76388,True
-3.0,4,83.794412,True
-2.0,3,83.818003,True
-1.0,2,83.837224,True
-2.0,3,83.862864,True
-3.0,4,83.895858,True
-1.0,2,83.911131,True
-1.0,2,83.9307,True
-3.0,4,83.96302,True
-2.0,3,83.988398,True
-1.0,2,84.00437,True
-2.0,3,84.031595,True
-2.0,3,84.054808,True
-2.0,3,84.076935,True
-2.0,3,84.098795,True
-3.0,4,84.132679,True
-1.0,2,84.14807,True
0.0,1,84.157624,True
-2.0,3,84.184659,True
-3.0,4,84.222353,True
-1.0,2,84.239115,True
-1.0,2,84.255152,True
-2.0,3,84.280339,True
-3.0,4,84.318364,True
-3.0,4,84.349624,True
-1.0,2,84.365019,True
-2.0,3,84.388001,True
0.0,1,84.396041,True
-2.0,3,84.424913,True
0.0,1,84.43352,True
-2.0,3,84.457262,True
-1.0,2,84.475333,True
-2.0,3,84.500289,True
-2.0,3,84.522659,True
-2.0,3,84.54439,True
-1.0,2,84.560869,True
-3.0,4,84.590724,True
-3.0,4,84.620342,True
-2.0,3,84.642343,True
-1.0,2,84.658556,True
-2.0,3,84.683233,True
-1.0,2,84.69919,True
-2.0,3,84.721661,True
-2.0,3,84.746542,True
0.0,1,84.755871,True
-1.0,2,84.771727,True
-2.0,3,84.795226,True
-3.0,4,84.828849,True
-1.0,2,84.844714,True
-2.0,3,84.866822,True
-2.0,3,84.890019,True
-2.0,3,84.917537,True
-2.0,3,84.940807,True
-1.0,2,84.956314,True
-2.0,3,84.976955,True
-3.0,4,85.01357,True
-2.0,3,85.036489,True
0.0,1,85.043485,True
-2.0,3,85.06324,True
-2.0,3,85.085805,True
0.0,1,85.092968,True
-2.0,3,85.114259,True
-1.0,2,85.127679,True
-2.0,3,85.150156,True
0.0,1,85.157225,True
0.0,1,85.164551,True
-3.0,4,85.191955,True
-1.0,2,85.206813,True
-1.0,2,85.221089,True
-2.0,3,85.242157,True
-2.0,3,85.263929,True
0.0,1,85.271296,True
-2.0,3,85.29531,True
-2.0,3,85.318019,True
-3.0,4,85.347627,True
-1.0,2,85.364558,True
-2.0,3,85.387708,True
-1.0,2,85.402346,True
-2.0,3,85.423714,True
-1.0,2,85.441392,True
-2.0,3,85.466962,True
-3.0,4,85.496756,True
-1.0,2,85.510656,True
-3.0,4,85.541498,True
-2.0,3,85.56379,True
-2.0,3,85.585653,True
-1.0,2,85.599668,True
-3.0,4,85.63842,True
0.0,1,85.646393,True
-3.0,4,85.674144,True
-2.0,3,85.695616,True
-2.0,3,85.718613,True
-2.0,3,85.740314,True
-2.0,3,85.766133,True
-1.0,2,85.782584,True
-1.0,2,85.801417,True
-1.0,2,85.816998,True
-2.0,3,85.839908,True
-2.0,3,85.862136,True
-2.0,3,85.886484,True
-3.0,4,85.927158,True
-1.0,2,85.942995,True
-1.0,2,85.957425,True
-1.0,2,85.9735,True
-2.0,3,85.994675,True
-3.0,4,86.022566,True
-2.0,3,86.043633,True
-3.0,4,86.074039,True
-1.0,2,86.089289,True
-2.0,3,86.111422,True
-2.0,3,86.132487,True
0.0,1,86.139848,True
-2.0,3,86.168314,True
-2.0,3,86.190478,True
-2.0,3,86.211986,True
-3.0,4,86.245522,True
-2.0,3,86.268165,True
-1.0,2,86.282266,True
-2.0,3,86.303756,True
-2.0,3,86.327269,True
-1.0,2,86.342173,True
-3.0,4,86.371933,True
