#{"t_start": 1696320823.1795056, "env_id": "PandaReach-v3"}
r,l,t,is_success
-2.0,3,86.394223,True
-1.0,2,86.412432,True
0.0,1,86.422868,True
-3.0,4,86.454656,True
-2.0,3,86.477829,True
-2.0,3,86.505972,True
-2.0,3,86.529783,True
-2.0,3,86.5547,True
-3.0,4,86.58451,True
-2.0,3,86.607735,True
-1.0,2,86.623857,True
-1.0,2,86.640258,True
-1.0,2,86.654754,True
-2.0,3,86.679698,True
-3.0,4,86.710849,True
-3.0,4,86.739299,True
-2.0,3,86.760624,True
-1.0,2,86.775934,True
-2.0,3,86.799982,True
-3.0,4,86.829141,True
-2.0,3,86.851833,True
-2.0,3,86.876636,True
-2.0,3,86.899578,True
-2.0,3,86.922115,True
-2.0,3,86.943379,True
-2.0,3,86.968136,True
-1.0,2,86.982584,True
-3.0,4,87.010959,True
-6.0,7,87.06129,True
-2.0,3,87.086074,True
-3.0,4,87.116748,True
-1.0,2,87.132723,True
-1.0,2,87.14732,True
-2.0,3,87.177197,True
-3.0,4,87.211977,True
-1.0,2,87.22755,True
-2.0,3,87.251082,True
-1.0,2,87.267893,True
-3.0,4,87.298953,True
-1.0,2,87.314575,True
-3.0,4,87.344911,True
-2.0,3,87.372085,True
-1.0,2,87.388131,True
-2.0,3,87.410799,True
-2.0,3,87.434967,True
0.0,1,87.443035,True
-1.0,2,87.46086,True
-3.0,4,87.493733,True
-2.0,3,87.518375,True
-2.0,3,87.544283,True
-2.0,3,87.568732,True
-1.0,2,87.582881,True
-1.0,2,87.597064,True
-1.0,2,87.624374,True
-3.0,4,87.654949,True
-3.0,4,87.683067,True
-1.0,2,87.697248,True
-2.0,3,87.721317,True
-3.0,4,87.752065,True
-2.0,3,87.773213,True
0.0,1,87.780371,True
-3.0,4,87.812313,True
-3.0,4,87.843969,True
-3.0,4,87.871958,True
-1.0,2,87.886096,True
-2.0,3,87.909683,True
-2.0,3,87.932548,True
-3.0,4,87.961785,True
0.0,1,87.96935,True
0.0,1,87.976793,True
-2.0,3,88.000655,True
-2.0,3,88.022636,True
-2.0,3,88.044288,True
-1.0,2,88.059013,True
-1.0,2,88.073955,True
-2.0,3,88.097981,True
-1.0,2,88.113091,True
-3.0,4,88.150287,True
-3.0,4,88.18495,True
-2.0,3,88.208071,True
-3.0,4,88.239987,True
0.0,1,88.249864,True
-2.0,3,88.276032,True
-2.0,3,88.300133,True
-1.0,2,88.316317,True
0.0,1,88.323998,True
-1.0,2,88.343805,True
-4.0,5,88.382423,True
-1.0,2,88.399311,True
-2.0,3,88.425753,True
-2.0,3,88.449732,True
-2.0,3,88.473517,True
-3.0,4,88.502789,True
-2.0,3,88.525034,True
-2.0,3,88.549563,True
-2.0,3,88.573037,True
-2.0,3,88.595731,True
-2.0,3,88.621242,True
-1.0,2,88.635704,True
-3.0,4,88.664711,True
-2.0,3,88.693456,True
-2.0,3,88.720686,True
-1.0,2,88.735741,True
-3.0,4,88.764632,True
-3.0,4,88.795292,True
-2.0,3,88.818627,True
-2.0,3,88.841467,True
-2.0,3,88.862814,True
-2.0,3,88.884201,True
-2.0,3,88.907899,True
-1.0,2,88.922796,True
-1.0,2,88.937649,True
-2.0,3,88.958623,True
-3.0,4,88.988829,True
-2.0,3,89.011086,True
-2.0,3,89.03257,True
0.0,1,89.040143,True
-1.0,2,89.055852,True
-2.0,3,89.078288,True
-4.0,5,89.115697,True
-2.0,3,89.136839,True
-2.0,3,89.163012,True
-1.0,2,89.179317,True
-2.0,3,89.201538,True
-1.0,2,89.216068,True
-3.0,4,89.251065,True
-4.0,5,89.290228,True
-3.0,4,89.322392,True
-2.0,3,89.345085,True
-3.0,4,89.380437,True
-3.0,4,89.410929,True
-2.0,3,89.437156,True
0.0,1,89.444875,True
-2.0,3,89.470431,True
-1.0,2,89.48611,True
-1.0,2,89.500478,True
-2.0,3,89.52143,True
-2.0,3,89.543228,True
-2.0,3,89.565872,True
-1.0,2,89.583149,True
-3.0,4,89.611633,True
-1.0,2,89.627532,True
-3.0,4,89.657518,True
-2.0,3,89.679159,True
-1.0,2,89.693233,True
-3.0,4,89.724234,True
-2.0,3,89.748481,True
-4.0,5,89.784531,True
-3.0,4,89.812576,True
-2.0,3,89.8362,True
-3.0,4,89.865273,True
-1.0,2,89.879446,True
-2.0,3,89.900251,True
0.0,1,89.907384,True
-1.0,2,89.923396,True
-2.0,3,89.94541,True
-1.0,2,89.959979,True
-3.0,4,89.990674,True
-2.0,3,90.013076,True
-4.0,5,90.048562,True
-3.0,4,90.077379,True
-3.0,4,90.109793,True
-2.0,3,90.131362,True
-3.0,4,90.158436,True
-2.0,3,90.180351,True
-2.0,3,90.204129,True
-2.0,3,90.227325,True
-3.0,4,90.259501,True
-3.0,4,90.289217,True
-3.0,4,90.322686,True
-3.0,4,90.35339,True
0.0,1,90.360867,True
-2.0,3,90.383305,True
-2.0,3,90.407147,True
-2.0,3,90.430876,True
-2.0,3,90.452533,True
-3.0,4,90.480371,True
-3.0,4,90.511202,True
-1.0,2,90.526409,True
-2.0,3,90.548613,True
-2.0,3,90.570297,True
-3.0,4,90.611731,True
-2.0,3,90.635353,True
-1.0,2,90.650982,True
-2.0,3,90.672247,True
-2.0,3,90.6971,True
-2.0,3,90.719816,True
-2.0,3,90.74159,True
-2.0,3,90.762949,True
0.0,1,90.770263,True
0.0,1,90.778985,True
0.0,1,90.788041,True
-2.0,3,90.811127,True
-1.0,2,90.827048,True
-3.0,4,90.858202,True
-3.0,4,90.887927,True
-1.0,2,90.901956,True
-2.0,3,90.925164,True
-1.0,2,90.93992,True
-1.0,2,90.954302,True
0.0,1,90.961611,True
-1.0,2,90.977959,True
-1.0,2,90.996004,True
-4.0,5,91.036332,True
-1.0,2,91.051293,True
-2.0,3,91.076191,True
-2.0,3,91.099618,True
-1.0,2,91.115258,True
-2.0,3,91.136073,True
-2.0,3,91.160383,True
-2.0,3,91.182718,True
-1.0,2,91.197339,True
-2.0,3,91.218816,True
-3.0,4,91.25055,True
-2.0,3,91.272789,True
-2.0,3,91.294931,True
-2.0,3,91.315923,True
-2.0,3,91.341519,True
-2.0,3,91.364205,True
-1.0,2,91.378429,True
-3.0,4,91.405693,True
-2.0,3,91.429307,True
-2.0,3,91.4525,True
0.0,1,91.459868,True
-2.0,3,91.481201,True
0.0,1,91.488901,True
0.0,1,91.4997,True
-3.0,4,91.5295,True
-2.0,3,91.550704,True
-2.0,3,91.574583,True
-2.0,3,91.597889,True
-1.0,2,91.612332,True
-1.0,2,91.626476,True
0.0,1,91.634174,True
-3.0,4,91.667765,True
-3.0,4,91.696254,True
0.0,1,91.703586,True
-1.0,2,91.721504,True
-2.0,3,91.743347,True
-3.0,4,91.773359,True
-3.0,4,91.801273,True
-3.0,4,91.832924,True
-3.0,4,91.863933,True
0.0,1,91.871474,True
-3.0,4,91.898617,True
0.0,1,91.906173,True
-1.0,2,91.92345,True
-1.0,2,91.939272,True
-4.0,5,91.97664,True
-1.0,2,91.994008,True
-2.0,3,92.017495,True
-1.0,2,92.032145,True
-2.0,3,92.05314,True
-3.0,4,92.085923,True
-2.0,3,92.107118,True
-1.0,2,92.122254,True
-1.0,2,92.136342,True
-1.0,2,92.153567,True
0.0,1,92.16461,True
-1.0,2,92.182593,True
-1.0,2,92.197522,True
-1.0,2,92.215895,True
-1.0,2,92.231246,True
-2.0,3,92.252918,True
-2.0,3,92.2743,True
-2.0,3,92.30009,True
-2.0,3,92.322788,True
-2.0,3,92.344516,True
-2.0,3,92.36556,True
-3.0,4,92.397721,True
-2.0,3,92.419117,True
-1.0,2,92.433223,True
-1.0,2,92.447198,True
-2.0,3,92.471496,True
-2.0,3,92.494852,True
-1.0,2,92.509056,True
-2.0,3,92.530314,True
-2.0,3,92.554671,True
0.0,1,92.562074,True
-1.0,2,92.577034,True
-1.0,2,92.591464,True
0.0,1,92.602297,True
-2.0,3,92.627924,True
-4.0,5,92.665308,True
-3.0,4,92.694089,True
-3.0,4,92.730002,True
-2.0,3,92.7549,True
-2.0,3,92.778604,True
-2.0,3,92.801031,True
-2.0,3,92.82505,True
-1.0,2,92.84024,True
-1.0,2,92.856352,True
-3.0,4,92.884222,True
0.0,1,92.891108,True
-4.0,5,92.928545,True
-2.0,3,92.948897,True
-2.0,3,92.968645,True
-2.0,3,92.9912,True
-2.0,3,93.013914,True
-3.0,4,93.044313,True
-1.0,2,93.058999,True
-3.0,4,93.091994,True
-3.0,4,93.122617,True
-3.0,4,93.15127,True
-3.0,4,93.181113,True
-2.0,3,93.204901,True
-1.0,2,93.221059,True
-4.0,5,93.258801,True
-2.0,3,93.281724,True
-3.0,4,93.313829,True
-3.0,4,93.344351,True
-2.0,3,93.36551,True
-1.0,2,93.379636,True
-2.0,3,93.412804,True
-2.0,3,93.437748,True
-1.0,2,93.452772,True
-2.0,3,93.474306,True
-3.0,4,93.507207,True
-3.0,4,93.537625,True
-4.0,5,93.576008,True
-2.0,3,93.596912,True
-3.0,4,93.627533,True
-3.0,4,93.657507,True
-1.0,2,93.671355,True
-2.0,3,93.692437,True
-1.0,2,93.707028,True
-1.0,2,93.721609,True
-3.0,4,93.751431,True
-2.0,3,93.772209,True
-3.0,4,93.803643,True
-1.0,2,93.819099,True
-2.0,3,93.840701,True
-3.0,4,93.868545,True
-2.0,3,93.894258,True
-3.0,4,93.924246,True
-1.0,2,93.938682,True
-2.0,3,93.95978,True
-2.0,3,93.985142,True
-4.0,5,94.020982,True
-2.0,3,94.042891,True
-3.0,4,94.071491,True
-2.0,3,94.095168,True
-2.0,3,94.118741,True
-3.0,4,94.14761,True
-3.0,4,94.17594,True
-2.0,3,94.201432,True
-2.0,3,94.224393,True
-3.0,4,94.252025,True
-1.0,2,94.266074,True
0.0,1,94.274125,True
-2.0,3,94.299581,True
-2.0,3,94.322545,True
-2.0,3,94.34435,True
-2.0,3,94.369732,True
-1.0,2,94.384291,True
-2.0,3,94.405644,True
-3.0,4,94.433282,True
-2.0,3,94.457433,True
-1.0,2,94.473487,True
-1.0,2,94.488018,True
-3.0,4,94.516908,True
-2.0,3,94.54267,True
-4.0,5,94.581465,True
-1.0,2,94.5955,True
-2.0,3,94.61641,True
-2.0,3,94.639574,True
0.0,1,94.647509,True
-3.0,4,94.676132,True
0.0,1,94.683365,True
-2.0,3,94.706338,True
-2.0,3,94.728549,True
-2.0,3,94.750889,True
-2.0,3,94.77173,True
-3.0,4,94.804106,True
-2.0,3,94.827052,True
-2.0,3,94.850693,True
-1.0,2,94.86597,True
-2.0,3,94.891379,True
-2.0,3,94.913814,True
0.0,1,94.920839,True
-1.0,2,94.934762,True
-2.0,3,94.958514,True
-3.0,4,94.990344,True
-1.0,2,95.006082,True
-2.0,3,95.027695,True
-2.0,3,95.054245,True
-1.0,2,95.069614,True
-2.0,3,95.091261,True
-2.0,3,95.112225,True
-2.0,3,95.137608,True
0.0,1,95.145788,True
-3.0,4,95.176274,True
-1.0,2,95.190488,True
-2.0,3,95.215043,True
-2.0,3,95.237348,True
-2.0,3,95.258839,True
-1.0,2,95.272825,True
-1.0,2,95.28805,True
0.0,1,95.29535,True
-2.0,3,95.323952,True
-1.0,2,95.339682,True
-3.0,4,95.372721,True
-1.0,2,95.388157,True
-2.0,3,95.411556,True
-2.0,3,95.434265,True
-1.0,2,95.452119,True
-3.0,4,95.487264,True
-3.0,4,95.517785,True
-2.0,3,95.539363,True
-2.0,3,95.567033,True
-2.0,3,95.590072,True
-3.0,4,95.618647,True
-2.0,3,95.639091,True
-5.0,6,95.686232,True
-1.0,2,95.700533,True
-1.0,2,95.714108,True
-2.0,3,95.735836,True
-2.0,3,95.75981,True
-2.0,3,95.782688,True
0.0,1,95.790065,True
-2.0,3,95.814193,True
-3.0,4,95.844839,True
-2.0,3,95.867175,True
-2.0,3,95.887836,True
-3.0,4,95.917574,True
-1.0,2,95.933983,True
-2.0,3,95.956914,True
-2.0,3,95.979377,True
-1.0,2,95.994567,True
-1.0,2,96.010557,True
-1.0,2,96.027409,True
-2.0,3,96.05126,True
-3.0,4,96.079964,True
-2.0,3,96.105334,True
-3.0,4,96.137849,True
-2.0,3,96.160138,True
-1.0,2,96.175189,True
-2.0,3,96.200374,True
-3.0,4,96.232024,True
-2.0,3,96.253775,True
-2.0,3,96.274815,True
-3.0,4,96.307551,True
-1.0,2,96.323169,True
-2.0,3,96.345564,True
-3.0,4,96.387573,True
-3.0,4,96.428471,True
-1.0,2,96.447344,True
-2.0,3,96.470023,True
-2.0,3,96.493173,True
-2.0,3,96.51712,True
0.0,1,96.524884,True
0.0,1,96.533705,True
-2.0,3,96.55594,True
-1.0,2,96.571989,True
-3.0,4,96.604328,True
-1.0,2,96.619087,True
-2.0,3,96.640629,True
-4.0,5,96.679104,True
-4.0,5,96.715766,True
-1.0,2,96.731508,True
-3.0,4,96.761485,True
-3.0,4,96.794948,True
-2.0,3,96.818525,True
0.0,1,96.825503,True
-3.0,4,96.854517,True
-2.0,3,96.878251,True
-2.0,3,96.904088,True
-2.0,3,96.925852,True
0.0,1,96.933331,True
-1.0,2,96.949734,True
-2.0,3,96.974082,True
-2.0,3,96.999161,True
0.0,1,97.006919,True
-3.0,4,97.038589,True
-2.0,3,97.061691,True
-2.0,3,97.085588,True
-2.0,3,97.107116,True
-2.0,3,97.132118,True
-2.0,3,97.157239,True
-2.0,3,97.187383,True
-2.0,3,97.20961,True
-1.0,2,97.225527,True
-3.0,4,97.257213,True
-2.0,3,97.280944,True
0.0,1,97.288195,True
-2.0,3,97.312405,True
-3.0,4,97.342432,True
-2.0,3,97.364494,True
-2.0,3,97.387595,True
-2.0,3,97.417893,True
0.0,1,97.430314,True
-3.0,4,97.466735,True
-2.0,3,97.490819,True
-2.0,3,97.517216,True
-2.0,3,97.540022,True
-3.0,4,97.571295,True
0.0,1,97.57904,True
-3.0,4,97.610615,True
-3.0,4,97.641827,True
-2.0,3,97.664301,True
-2.0,3,97.686512,True
-2.0,3,97.711107,True
-2.0,3,97.737433,True
-1.0,2,97.752058,True
-1.0,2,97.766638,True
-1.0,2,97.784013,True
-2.0,3,97.807634,True
-1.0,2,97.823328,True
-1.0,2,97.840475,True
-3.0,4,97.874992,True
-2.0,3,97.899853,True
-3.0,4,97.930323,True
-3.0,4,97.963226,True
-2.0,3,97.98897,True
-3.0,4,98.01852,True
-1.0,2,98.034806,True
-2.0,3,98.057043,True
-2.0,3,98.079779,True
-2.0,3,98.103985,True
-2.0,3,98.125502,True
-2.0,3,98.146168,True
-3.0,4,98.179691,True
-3.0,4,98.210594,True
-1.0,2,98.225096,True
0.0,1,98.23243,True
-3.0,4,98.26813,True
-2.0,3,98.292047,True
-3.0,4,98.320418,True
-3.0,4,98.351925,True
-3.0,4,98.383443,True
-3.0,4,98.414679,True
-3.0,4,98.444741,True
-1.0,2,98.458605,True
0.0,1,98.46648,True
-1.0,2,98.483784,True
-4.0,5,98.52228,True
-2.0,3,98.544482,True
-1.0,2,98.559764,True
-2.0,3,98.583894,True
-2.0,3,98.606537,True
-2.0,3,98.628648,True
-2.0,3,98.654763,True
-1.0,2,98.671983,True
-1.0,2,98.687375,True
-3.0,4,98.717018,True
-2.0,3,98.740771,True
-2.0,3,98.765874,True
-2.0,3,98.78858,True
-1.0,2,98.803597,True
-5.0,6,98.852785,True
-2.0,3,98.875638,True
-1.0,2,98.890352,True
-1.0,2,98.905256,True
-3.0,4,98.938934,True
-2.0,3,98.961411,True
-2.0,3,98.983482,True
-3.0,4,99.016,True
-2.0,3,99.041159,True
-1.0,2,99.057137,True
-3.0,4,99.086879,True
-2.0,3,99.111745,True
-2.0,3,99.138237,True
-2.0,3,99.161866,True
-1.0,2,99.177873,True
-2.0,3,99.199937,True
-2.0,3,99.223707,True
-1.0,2,99.239553,True
-2.0,3,99.262462,True
-4.0,5,99.299162,True
-2.0,3,99.32488,True
-2.0,3,99.348162,True
0.0,1,99.355504,True
0.0,1,99.362424,True
0.0,1,99.370513,True
-3.0,4,99.40362,True
-1.0,2,99.418626,True
-1.0,2,99.432875,True
0.0,1,99.440581,True
-2.0,3,99.476641,True
-2.0,3,99.498492,True
-2.0,3,99.520142,True
-3.0,4,99.552683,True
-2.0,3,99.578362,True
-2.0,3,99.600664,True
-3.0,4,99.630635,True
-3.0,4,99.66298,True
-2.0,3,99.685838,True
-2.0,3,99.712581,True
-3.0,4,99.743248,True
-3.0,4,99.773521,True
-2.0,3,99.797569,True
-3.0,4,99.825618,True
0.0,1,99.832996,True
-1.0,2,99.849902,True
-2.0,3,99.873773,True
-2.0,3,99.895517,True
-2.0,3,99.917248,True
-2.0,3,99.94041,True
-2.0,3,99.965989,True
-2.0,3,99.988566,True
-1.0,2,100.003252,True
-2.0,3,100.026985,True
0.0,1,100.03521,True
-3.0,4,100.065857,True
-2.0,3,100.087362,True
-1.0,2,100.103744,True
-2.0,3,100.127182,True
-2.0,3,100.149958,True
-2.0,3,100.172619,True
-2.0,3,100.197309,True
-2.0,3,100.221789,True
0.0,1,100.229544,True
-2.0,3,100.256023,True
-1.0,2,100.277564,True
-2.0,3,100.304034,True
-2.0,3,100.326456,True
-1.0,2,100.341482,True
-2.0,3,100.367769,True
-3.0,4,100.399498,True
-3.0,4,100.430441,True
-3.0,4,100.459766,True
-2.0,3,100.484982,True
-2.0,3,100.507625,True
-1.0,2,100.52346,True
-1.0,2,100.537979,True
-1.0,2,100.554801,True
-2.0,3,100.578301,True
-2.0,3,100.60253,True
-2.0,3,100.624486,True
-2.0,3,100.648234,True
-2.0,3,100.671424,True
-2.0,3,100.69279,True
-3.0,4,100.720761,True
-2.0,3,100.744693,True
-2.0,3,100.767818,True
-2.0,3,100.789789,True
-2.0,3,100.81066,True
-3.0,4,100.841508,True
-3.0,4,100.871196,True
-2.0,3,100.893249,True
-2.0,3,100.917657,True
-2.0,3,100.943582,True
-1.0,2,100.960771,True
0.0,1,100.96932,True
-2.0,3,100.99049,True
-2.0,3,101.017417,True
-1.0,2,101.03369,True
0.0,1,101.04089,True
-1.0,2,101.05646,True
-2.0,3,101.08414,True
-2.0,3,101.107087,True
-1.0,2,101.122911,True
-3.0,4,101.152178,True
-1.0,2,101.168325,True
-3.0,4,101.197065,True
-3.0,4,101.225373,True
-2.0,3,101.245138,True
-2.0,3,101.267895,True
-1.0,2,101.282579,True
-1.0,2,101.296442,True
-1.0,2,101.310105,True
-1.0,2,101.324845,True
-4.0,5,101.361664,True
-2.0,3,101.382633,True
-3.0,4,101.411489,True
-1.0,2,101.426808,True
-3.0,4,101.45607,True
0.0,1,101.463749,True
-3.0,4,101.491607,True
-3.0,4,101.521944,True
-2.0,3,101.546158,True
-1.0,2,101.56072,True
-1.0,2,101.574632,True
-2.0,3,101.597403,True
-2.0,3,101.61955,True
-2.0,3,101.641126,True
-2.0,3,101.663023,True
-3.0,4,101.695095,True
-3.0,4,101.724172,True
-2.0,3,101.744976,True
-2.0,3,101.766091,True
-3.0,4,101.797454,True
0.0,1,101.804865,True
-3.0,4,101.833533,True
-2.0,3,101.854398,True
-3.0,4,101.88493,True
-3.0,4,101.913602,True
-3.0,4,101.940473,True
-2.0,3,101.960908,True
-3.0,4,101.992025,True
-3.0,4,102.021343,True
-2.0,3,102.04787,True
-1.0,2,102.062417,True
-3.0,4,102.093675,True
-3.0,4,102.12321,True
-2.0,3,102.144101,True
-2.0,3,102.170224,True
-3.0,4,102.210269,True
-3.0,4,102.241399,True
-2.0,3,102.263765,True
0.0,1,102.271284,True
-1.0,2,102.288618,True
-1.0,2,102.304508,True
-3.0,4,102.33629,True
-2.0,3,102.357436,True
-3.0,4,102.388044,True
-3.0,4,102.418707,True
-2.0,3,102.439494,True
-2.0,3,102.461483,True
-2.0,3,102.487113,True
-1.0,2,102.503709,True
-2.0,3,102.525548,True
-2.0,3,102.547221,True
-3.0,4,102.58798,True
-1.0,2,102.603227,True
-1.0,2,102.617353,True
-2.0,3,102.638217,True
-2.0,3,102.661823,True
-2.0,3,102.684723,True
-1.0,2,102.699487,True
-3.0,4,102.729229,True
-3.0,4,102.764912,True
-1.0,2,102.780257,True
-3.0,4,102.80981,True
-2.0,3,102.834386,True
-1.0,2,102.852863,True
-3.0,4,102.882748,True
-2.0,3,102.904969,True
-1.0,2,102.919181,True
-2.0,3,102.943763,True
-2.0,3,102.966246,True
-1.0,2,102.981022,True
-3.0,4,103.009647,True
-2.0,3,103.035309,True
-2.0,3,103.058916,True
-1.0,2,103.073635,True
-2.0,3,103.095502,True
0.0,1,103.102828,True
-2.0,3,103.128039,True
-3.0,4,103.158621,True
-3.0,4,103.187425,True
-2.0,3,103.210298,True
-2.0,3,103.235041,True
-3.0,4,103.263626,True
-3.0,4,103.291434,True
-3.0,4,103.322085,True
-2.0,3,103.345299,True
-2.0,3,103.367792,True
-2.0,3,103.389617,True
0.0,1,103.398025,True
-1.0,2,103.414153,True
-2.0,3,103.437049,True
-2.0,3,103.459997,True
0.0,1,103.46803,True
-1.0,2,103.485261,True
-1.0,2,103.499832,True
-3.0,4,103.528553,True
-2.0,3,103.551829,True
-3.0,4,103.581325,True
-3.0,4,103.609342,True
-1.0,2,103.623194,True
-3.0,4,103.653681,True
-1.0,2,103.668041,True
-2.0,3,103.689643,True
-1.0,2,103.703611,True
-2.0,3,103.726132,True
-2.0,3,103.747968,True
-3.0,4,103.777738,True
-1.0,2,103.791789,True
-1.0,2,103.806646,True
-1.0,2,103.821603,True
-2.0,3,103.844173,True
-2.0,3,103.865184,True
-2.0,3,103.88846,True
-1.0,2,103.903976,True
-1.0,2,103.917961,True
-1.0,2,103.932155,True
-4.0,5,103.971198,True
-1.0,2,103.985445,True
0.0,1,103.992678,True
0.0,1,104.000206,True
-3.0,4,104.032674,True
-1.0,2,104.048993,True
-1.0,2,104.063022,True
-2.0,3,104.08443,True
-1.0,2,104.102485,True
-1.0,2,104.117826,True
-2.0,3,104.139601,True
-3.0,4,104.167318,True
-1.0,2,104.182997,True
-3.0,4,104.214469,True
-1.0,2,104.228588,True
-2.0,3,104.249227,True
-1.0,2,104.265928,True
-3.0,4,104.295607,True
-1.0,2,104.309074,True
-3.0,4,104.336287,True
-3.0,4,104.367131,True
-3.0,4,104.396985,True
0.0,1,104.405612,True
-2.0,3,104.428075,True
-2.0,3,104.454541,True
-1.0,2,104.469387,True
-3.0,4,104.497458,True
-2.0,3,104.518224,True
-2.0,3,104.542543,True
-3.0,4,104.571271,True
-2.0,3,104.593111,True
-2.0,3,104.613936,True
-2.0,3,104.638351,True
-1.0,2,104.653456,True
-2.0,3,104.674632,True
-3.0,4,104.702359,True
-3.0,4,104.735283,True
-2.0,3,104.756879,True
-1.0,2,104.77147,True
-3.0,4,104.799006,True
-2.0,3,104.823317,True
-1.0,2,104.839716,True
-1.0,2,104.854664,True
-1.0,2,104.868156,True
-2.0,3,104.890199,True
-2.0,3,104.912242,True
-2.0,3,104.934173,True
-3.0,4,104.961853,True
-1.0,2,104.979908,True
0.0,1,104.988005,True
-2.0,3,105.010597,True
-1.0,2,105.02522,True
-3.0,4,105.060039,True
-1.0,2,105.07513,True
-3.0,4,105.103702,True
-1.0,2,105.117659,True
-1.0,2,105.133967,True
-2.0,3,105.156341,True
0.0,1,105.164244,True
-1.0,2,105.178365,True
-1.0,2,105.192887,True
-3.0,4,105.223638,True
-2.0,3,105.245444,True
-2.0,3,105.266406,True
-1.0,2,105.2844,True
-4.0,5,105.320742,True
-2.0,3,105.341691,True
-1.0,2,105.355699,True
-3.0,4,105.38835,True
-2.0,3,105.413716,True
-2.0,3,105.436248,True
-2.0,3,105.45834,True
-2.0,3,105.491218,True
-2.0,3,105.514757,True
-3.0,4,105.543057,True
0.0,1,105.550403,True
-1.0,2,105.566223,True
-2.0,3,105.587934,True
-1.0,2,105.603874,True
-2.0,3,105.625239,True
-3.0,4,105.65474,True
-1.0,2,105.669588,True
-2.0,3,105.691774,True
-3.0,4,105.719652,True
-2.0,3,105.74263,True
-2.0,3,105.766352,True
0.0,1,105.773581,True
-2.0,3,105.79616,True
-3.0,4,105.827219,True
-1.0,2,105.841634,True
-3.0,4,105.870415,True
-2.0,3,105.892357,True
-3.0,4,105.922755,True
-2.0,3,105.945028,True
-1.0,2,105.959099,True
-2.0,3,105.980929,True
-1.0,2,105.99873,True
-3.0,4,106.031144,True
-1.0,2,106.045299,True
0.0,1,106.052598,True
-1.0,2,106.068393,True
-2.0,3,106.089864,True
-2.0,3,106.111482,True
-2.0,3,106.132438,True
-3.0,4,106.162722,True
-2.0,3,106.184842,True
-1.0,2,106.198919,True
-2.0,3,106.219692,True
-2.0,3,106.241747,True
-3.0,4,106.270868,True
-3.0,4,106.298843,True
-3.0,4,106.327971,True
-2.0,3,106.351224,True
-3.0,4,106.381892,True
-2.0,3,106.402616,True
-2.0,3,106.423504,True
-3.0,4,106.454885,True
0.0,1,106.46259,True
-1.0,2,106.477872,True
-2.0,3,106.498683,True
-1.0,2,106.513975,True
-1.0,2,106.528637,True
-2.0,3,106.550787,True
-2.0,3,106.571903,True
-2.0,3,106.593302,True
-1.0,2,106.60858,True
-2.0,3,106.631936,True
-2.0,3,106.653678,True
-3.0,4,106.683449,True
-2.0,3,106.7052,True
-1.0,2,106.719493,True
-2.0,3,106.739945,True
-2.0,3,106.762296,True
-1.0,2,106.777747,True
-2.0,3,106.799143,True
-2.0,3,106.819756,True
-2.0,3,106.843382,True
-2.0,3,106.865829,True
-3.0,4,106.893669,True
-2.0,3,106.914112,True
-1.0,2,106.929988,True
-1.0,2,106.945438,True
-2.0,3,106.968108,True
-3.0,4,106.996004,True
0.0,1,107.003498,True
-2.0,3,107.026744,True
-2.0,3,107.048651,True
-2.0,3,107.069024,True
-1.0,2,107.084245,True
-2.0,3,107.106984,True
-2.0,3,107.129143,True
-1.0,2,107.14301,True
-3.0,4,107.173557,True
-2.0,3,107.195812,True
-2.0,3,107.217123,True
-1.0,2,107.231127,True
-2.0,3,107.255585,True
-2.0,3,107.27916,True
-1.0,2,107.293455,True
-1.0,2,107.307598,True
-2.0,3,107.330193,True
-2.0,3,107.354725,True
-3.0,4,107.384229,True
-1.0,2,107.399264,True
-2.0,3,107.424873,True
-1.0,2,107.440371,True
-3.0,4,107.470572,True
-2.0,3,107.491896,True
-1.0,2,107.507676,True
-2.0,3,107.530796,True
-1.0,2,107.545082,True
-1.0,2,107.559389,True
0.0,1,107.566952,True
-2.0,3,107.59282,True
-2.0,3,107.616241,True
-2.0,3,107.638667,True
-3.0,4,107.672179,True
0.0,1,107.68037,True
-1.0,2,107.69489,True
-2.0,3,107.716024,True
-1.0,2,107.733684,True
-1.0,2,107.749542,True
0.0,1,107.75676,True
-2.0,3,107.779397,True
0.0,1,107.786792,True
-3.0,4,107.819793,True
0.0,1,107.827083,True
-3.0,4,107.860442,True
-1.0,2,107.877043,True
0.0,1,107.88548,True
-1.0,2,107.90145,True
-1.0,2,107.917448,True
-3.0,4,107.952895,True
-2.0,3,107.975935,True
-2.0,3,108.000145,True
-3.0,4,108.031347,True
0.0,1,108.038731,True
-1.0,2,108.058131,True
-1.0,2,108.074495,True
-2.0,3,108.098066,True
-1.0,2,108.114824,True
-3.0,4,108.145183,True
-2.0,3,108.167919,True
-2.0,3,108.190299,True
-3.0,4,108.235362,True
-2.0,3,108.258349,True
-2.0,3,108.280918,True
-2.0,3,108.302983,True
-2.0,3,108.326577,True
-3.0,4,108.356497,True
-2.0,3,108.379488,True
-3.0,4,108.408824,True
-2.0,3,108.433526,True
-2.0,3,108.456409,True
-1.0,2,108.471482,True
-1.0,2,108.486337,True
-2.0,3,108.510315,True
-1.0,2,108.525504,True
-1.0,2,108.540867,True
-2.0,3,108.563778,True
-2.0,3,108.587435,True
-2.0,3,108.610509,True
-2.0,3,108.632658,True
-2.0,3,108.653509,True
-1.0,2,108.669736,True
